[2024-07-02 13:18:58] [PID 0] [INFO] Load config successfully!
[2024-07-02 13:18:58] [PID 0] [INFO] {'batch_size': 512,
 'ckpt_path': 'checkpoints/checkpoint_0',
 'comment': 'no comments',
 'continuous_train': False,
 'crystal_gnn_config': {'atom_fea_len': 512, 'n_conv': 3},
 'dmin': 0,
 'drop_rate': 0.25,
 'dtype': torch.float32,
 'epochs': 500,
 'experiment_name': '0',
 'figs_train': 'figs/train_0.pdf',
 'head_output_dim': 2,
 'load_pretrain': True,
 'log_batch_freq': 5,
 'log_epoch_freq': 2,
 'log_file': 'logs/out_0.log',
 'lr': 0.001,
 'lr_milestones': [100],
 'max_num_nbr': 12,
 'momentum': 0.9,
 'num_workers': 8,
 'pre_ckpt_path': 'checkpoints/pre_checkpoint_0',
 'precision': 'float32',
 'processed_dir': {'negative': 'processed_negative',
                   'positive': 'processed_positive'},
 'radius': 20,
 'random_seed': 666,
 'ratio': 711,
 'root_dir': 'data',
 'sample_size': 10,
 'save_epoch_freq': 5,
 'shuffle': True,
 'step': 0.2,
 'weight_decay': 0}
[2024-07-02 13:18:58] [PID 0] [INFO] Load data...
[2024-07-02 13:18:58] [PID 0] [INFO] Process...
[2024-07-02 13:19:35] [PID 0] [INFO] Total number of data points: 85590
[2024-07-02 13:19:35] [PID 0] [INFO] Number of batches per epoch: 168
[2024-07-02 13:19:39] [PID 0] [INFO] Train...
[2024-07-02 17:42:16] [PID 0] [INFO] [Train] Epoch [262/500] [65/168]	 BT 0.334 (0.358)	 DT 0.011 (0.021)	 Loss 2.2399e-05 (1.7574e-03)	
[2024-07-02 17:42:17] [PID 0] [INFO] [Train] Epoch [262/500] [70/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 5.3085e-08 (1.7572e-03)	
[2024-07-02 17:42:19] [PID 0] [INFO] [Train] Epoch [262/500] [75/168]	 BT 0.324 (0.358)	 DT 0.011 (0.021)	 Loss 7.0780e-08 (1.7570e-03)	
[2024-07-02 17:42:21] [PID 0] [INFO] [Train] Epoch [262/500] [80/168]	 BT 0.328 (0.358)	 DT 0.011 (0.021)	 Loss 7.2643e-08 (1.7568e-03)	
[2024-07-02 17:42:23] [PID 0] [INFO] [Train] Epoch [262/500] [85/168]	 BT 0.344 (0.358)	 DT 0.011 (0.021)	 Loss 2.5611e-08 (1.7566e-03)	
[2024-07-02 17:42:24] [PID 0] [INFO] [Train] Epoch [262/500] [90/168]	 BT 0.340 (0.358)	 DT 0.010 (0.021)	 Loss 2.2817e-08 (1.7564e-03)	
[2024-07-02 17:42:26] [PID 0] [INFO] [Train] Epoch [262/500] [95/168]	 BT 0.344 (0.358)	 DT 0.010 (0.021)	 Loss 9.5926e-08 (1.7562e-03)	
[2024-07-02 17:42:28] [PID 0] [INFO] [Train] Epoch [262/500] [100/168]	 BT 0.337 (0.358)	 DT 0.010 (0.021)	 Loss 4.4936e-08 (1.7560e-03)	
[2024-07-02 17:42:29] [PID 0] [INFO] [Train] Epoch [262/500] [105/168]	 BT 0.343 (0.358)	 DT 0.011 (0.021)	 Loss 1.0291e-07 (1.7558e-03)	
[2024-07-02 17:42:31] [PID 0] [INFO] [Train] Epoch [262/500] [110/168]	 BT 0.330 (0.358)	 DT 0.012 (0.021)	 Loss 1.7229e-08 (1.7556e-03)	
[2024-07-02 17:42:33] [PID 0] [INFO] [Train] Epoch [262/500] [115/168]	 BT 0.322 (0.358)	 DT 0.010 (0.021)	 Loss 7.6834e-09 (1.7554e-03)	
[2024-07-02 17:42:35] [PID 0] [INFO] [Train] Epoch [262/500] [120/168]	 BT 0.366 (0.358)	 DT 0.011 (0.021)	 Loss 3.1432e-08 (1.7552e-03)	
[2024-07-02 17:42:37] [PID 0] [INFO] [Train] Epoch [262/500] [125/168]	 BT 0.363 (0.358)	 DT 0.011 (0.021)	 Loss 4.6566e-09 (1.7550e-03)	
[2024-07-02 17:42:38] [PID 0] [INFO] [Train] Epoch [262/500] [130/168]	 BT 0.342 (0.358)	 DT 0.015 (0.021)	 Loss 5.8440e-08 (1.7548e-03)	
[2024-07-02 17:42:40] [PID 0] [INFO] [Train] Epoch [262/500] [135/168]	 BT 0.370 (0.358)	 DT 0.011 (0.021)	 Loss 3.5436e-07 (1.7546e-03)	
[2024-07-02 17:42:42] [PID 0] [INFO] [Train] Epoch [262/500] [140/168]	 BT 0.360 (0.358)	 DT 0.011 (0.021)	 Loss 3.6272e-07 (1.7544e-03)	
[2024-07-02 17:42:44] [PID 0] [INFO] [Train] Epoch [262/500] [145/168]	 BT 0.348 (0.358)	 DT 0.011 (0.021)	 Loss 4.2718e-06 (1.7542e-03)	
[2024-07-02 17:42:45] [PID 0] [INFO] [Train] Epoch [262/500] [150/168]	 BT 0.353 (0.358)	 DT 0.018 (0.021)	 Loss 1.7974e-07 (1.7540e-03)	
[2024-07-02 17:42:47] [PID 0] [INFO] [Train] Epoch [262/500] [155/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 1.0338e-07 (1.7538e-03)	
[2024-07-02 17:42:49] [PID 0] [INFO] [Train] Epoch [262/500] [160/168]	 BT 0.351 (0.358)	 DT 0.011 (0.021)	 Loss 8.3895e-07 (1.7536e-03)	
[2024-07-02 17:42:51] [PID 0] [INFO] [Train] Epoch [262/500] [165/168]	 BT 0.372 (0.358)	 DT 0.011 (0.021)	 Loss 1.9790e-07 (1.7534e-03)	
[2024-07-02 17:43:52] [PID 0] [INFO] [Train] Epoch [264/500] [0/168]	 BT 1.303 (0.358)	 DT 0.890 (0.021)	 Loss 6.5192e-08 (1.7467e-03)	
[2024-07-02 17:43:54] [PID 0] [INFO] [Train] Epoch [264/500] [5/168]	 BT 0.340 (0.358)	 DT 0.014 (0.021)	 Loss 6.9849e-08 (1.7465e-03)	
[2024-07-02 17:43:56] [PID 0] [INFO] [Train] Epoch [264/500] [10/168]	 BT 0.364 (0.358)	 DT 0.011 (0.021)	 Loss 1.2617e-06 (1.7463e-03)	
[2024-07-02 17:43:57] [PID 0] [INFO] [Train] Epoch [264/500] [15/168]	 BT 0.333 (0.358)	 DT 0.011 (0.021)	 Loss 1.0024e-06 (1.7461e-03)	
[2024-07-02 17:43:59] [PID 0] [INFO] [Train] Epoch [264/500] [20/168]	 BT 0.352 (0.358)	 DT 0.011 (0.021)	 Loss 3.7253e-09 (1.7459e-03)	
[2024-07-02 17:44:01] [PID 0] [INFO] [Train] Epoch [264/500] [25/168]	 BT 0.322 (0.358)	 DT 0.011 (0.021)	 Loss 9.1967e-08 (1.7457e-03)	
[2024-07-02 17:44:03] [PID 0] [INFO] [Train] Epoch [264/500] [30/168]	 BT 0.360 (0.358)	 DT 0.011 (0.021)	 Loss 6.9849e-09 (1.7455e-03)	
[2024-07-02 17:44:05] [PID 0] [INFO] [Train] Epoch [264/500] [35/168]	 BT 0.382 (0.358)	 DT 0.011 (0.021)	 Loss 2.7141e-06 (1.7453e-03)	
[2024-07-02 17:44:06] [PID 0] [INFO] [Train] Epoch [264/500] [40/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 6.6822e-08 (1.7451e-03)	
[2024-07-02 17:44:08] [PID 0] [INFO] [Train] Epoch [264/500] [45/168]	 BT 0.329 (0.358)	 DT 0.011 (0.021)	 Loss 8.5664e-06 (1.7449e-03)	
[2024-07-02 17:44:10] [PID 0] [INFO] [Train] Epoch [264/500] [50/168]	 BT 0.330 (0.358)	 DT 0.011 (0.021)	 Loss 1.8044e-07 (1.7447e-03)	
[2024-07-02 17:44:12] [PID 0] [INFO] [Train] Epoch [264/500] [55/168]	 BT 0.342 (0.358)	 DT 0.012 (0.021)	 Loss 4.8894e-09 (1.7445e-03)	
[2024-07-02 17:44:13] [PID 0] [INFO] [Train] Epoch [264/500] [60/168]	 BT 0.358 (0.358)	 DT 0.011 (0.021)	 Loss 5.3825e-07 (1.7443e-03)	
[2024-07-02 17:44:15] [PID 0] [INFO] [Train] Epoch [264/500] [65/168]	 BT 0.362 (0.358)	 DT 0.012 (0.021)	 Loss 2.7241e-08 (1.7441e-03)	
[2024-07-02 17:44:17] [PID 0] [INFO] [Train] Epoch [264/500] [70/168]	 BT 0.344 (0.358)	 DT 0.011 (0.021)	 Loss 9.6391e-08 (1.7439e-03)	
[2024-07-02 17:44:19] [PID 0] [INFO] [Train] Epoch [264/500] [75/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 5.2387e-08 (1.7437e-03)	
[2024-07-02 17:44:20] [PID 0] [INFO] [Train] Epoch [264/500] [80/168]	 BT 0.329 (0.358)	 DT 0.010 (0.021)	 Loss 1.4203e-08 (1.7435e-03)	
[2024-07-02 17:44:22] [PID 0] [INFO] [Train] Epoch [264/500] [85/168]	 BT 0.347 (0.358)	 DT 0.011 (0.021)	 Loss 4.0605e-07 (1.7433e-03)	
[2024-07-02 17:44:24] [PID 0] [INFO] [Train] Epoch [264/500] [90/168]	 BT 0.333 (0.358)	 DT 0.011 (0.021)	 Loss 1.1642e-09 (1.7431e-03)	
[2024-07-02 17:44:26] [PID 0] [INFO] [Train] Epoch [264/500] [95/168]	 BT 0.366 (0.358)	 DT 0.011 (0.021)	 Loss 6.0303e-08 (1.7429e-03)	
[2024-07-02 17:44:28] [PID 0] [INFO] [Train] Epoch [264/500] [100/168]	 BT 0.372 (0.358)	 DT 0.011 (0.021)	 Loss 3.7739e-07 (1.7427e-03)	
[2024-07-02 17:44:29] [PID 0] [INFO] [Train] Epoch [264/500] [105/168]	 BT 0.347 (0.358)	 DT 0.011 (0.021)	 Loss 5.1612e-07 (1.7425e-03)	
[2024-07-02 17:44:31] [PID 0] [INFO] [Train] Epoch [264/500] [110/168]	 BT 0.363 (0.358)	 DT 0.015 (0.021)	 Loss 4.8196e-08 (1.7423e-03)	
[2024-07-02 17:44:33] [PID 0] [INFO] [Train] Epoch [264/500] [115/168]	 BT 0.367 (0.358)	 DT 0.015 (0.021)	 Loss 7.0780e-08 (1.7421e-03)	
[2024-07-02 17:44:35] [PID 0] [INFO] [Train] Epoch [264/500] [120/168]	 BT 0.333 (0.358)	 DT 0.011 (0.021)	 Loss 8.6146e-08 (1.7419e-03)	
[2024-07-02 17:44:36] [PID 0] [INFO] [Train] Epoch [264/500] [125/168]	 BT 0.350 (0.358)	 DT 0.012 (0.021)	 Loss 1.3753e-06 (1.7417e-03)	
[2024-07-02 17:44:38] [PID 0] [INFO] [Train] Epoch [264/500] [130/168]	 BT 0.342 (0.358)	 DT 0.011 (0.021)	 Loss 1.4901e-08 (1.7415e-03)	
[2024-07-02 17:44:40] [PID 0] [INFO] [Train] Epoch [264/500] [135/168]	 BT 0.333 (0.358)	 DT 0.011 (0.021)	 Loss 5.9855e-07 (1.7413e-03)	
[2024-07-02 17:44:42] [PID 0] [INFO] [Train] Epoch [264/500] [140/168]	 BT 0.355 (0.358)	 DT 0.011 (0.021)	 Loss 8.8488e-07 (1.7411e-03)	
[2024-07-02 17:44:43] [PID 0] [INFO] [Train] Epoch [264/500] [145/168]	 BT 0.335 (0.358)	 DT 0.011 (0.021)	 Loss 9.7789e-09 (1.7409e-03)	
[2024-07-02 17:44:45] [PID 0] [INFO] [Train] Epoch [264/500] [150/168]	 BT 0.328 (0.358)	 DT 0.014 (0.021)	 Loss 6.2864e-08 (1.7407e-03)	
[2024-07-02 17:44:47] [PID 0] [INFO] [Train] Epoch [264/500] [155/168]	 BT 0.333 (0.358)	 DT 0.011 (0.021)	 Loss 1.1176e-08 (1.7405e-03)	
[2024-07-02 17:44:48] [PID 0] [INFO] [Train] Epoch [264/500] [160/168]	 BT 0.326 (0.358)	 DT 0.010 (0.021)	 Loss 5.9139e-08 (1.7403e-03)	
[2024-07-02 17:44:50] [PID 0] [INFO] [Train] Epoch [264/500] [165/168]	 BT 0.342 (0.358)	 DT 0.011 (0.021)	 Loss 6.0303e-08 (1.7401e-03)	
[2024-07-02 17:45:52] [PID 0] [INFO] [Train] Epoch [266/500] [0/168]	 BT 1.010 (0.358)	 DT 0.680 (0.021)	 Loss 2.8357e-07 (1.7335e-03)	
[2024-07-02 17:45:54] [PID 0] [INFO] [Train] Epoch [266/500] [5/168]	 BT 0.332 (0.358)	 DT 0.011 (0.021)	 Loss 2.1886e-07 (1.7333e-03)	
[2024-07-02 17:45:56] [PID 0] [INFO] [Train] Epoch [266/500] [10/168]	 BT 0.349 (0.358)	 DT 0.011 (0.021)	 Loss 9.3132e-09 (1.7331e-03)	
[2024-07-02 17:45:57] [PID 0] [INFO] [Train] Epoch [266/500] [15/168]	 BT 0.352 (0.358)	 DT 0.015 (0.021)	 Loss 1.1595e-07 (1.7329e-03)	
[2024-07-02 17:45:59] [PID 0] [INFO] [Train] Epoch [266/500] [20/168]	 BT 0.331 (0.358)	 DT 0.010 (0.021)	 Loss 1.9092e-08 (1.7327e-03)	
[2024-07-02 17:46:01] [PID 0] [INFO] [Train] Epoch [266/500] [25/168]	 BT 0.327 (0.358)	 DT 0.015 (0.021)	 Loss 9.4295e-08 (1.7325e-03)	
[2024-07-02 17:46:03] [PID 0] [INFO] [Train] Epoch [266/500] [30/168]	 BT 0.338 (0.358)	 DT 0.011 (0.021)	 Loss 6.0303e-08 (1.7323e-03)	
[2024-07-02 17:46:04] [PID 0] [INFO] [Train] Epoch [266/500] [35/168]	 BT 0.340 (0.358)	 DT 0.011 (0.021)	 Loss 2.0186e-07 (1.7321e-03)	
[2024-07-02 17:46:06] [PID 0] [INFO] [Train] Epoch [266/500] [40/168]	 BT 0.362 (0.358)	 DT 0.011 (0.021)	 Loss 2.2838e-06 (1.7319e-03)	
[2024-07-02 17:46:08] [PID 0] [INFO] [Train] Epoch [266/500] [45/168]	 BT 0.334 (0.358)	 DT 0.011 (0.021)	 Loss 1.6507e-07 (1.7317e-03)	
[2024-07-02 17:46:10] [PID 0] [INFO] [Train] Epoch [266/500] [50/168]	 BT 0.332 (0.358)	 DT 0.014 (0.021)	 Loss 1.7415e-07 (1.7315e-03)	
[2024-07-02 17:46:11] [PID 0] [INFO] [Train] Epoch [266/500] [55/168]	 BT 0.355 (0.358)	 DT 0.011 (0.021)	 Loss 4.7265e-08 (1.7313e-03)	
[2024-07-02 17:46:13] [PID 0] [INFO] [Train] Epoch [266/500] [60/168]	 BT 0.364 (0.358)	 DT 0.011 (0.021)	 Loss 3.0268e-09 (1.7312e-03)	
[2024-07-02 17:46:15] [PID 0] [INFO] [Train] Epoch [266/500] [65/168]	 BT 0.352 (0.358)	 DT 0.012 (0.021)	 Loss 6.0536e-09 (1.7310e-03)	
[2024-07-02 17:46:17] [PID 0] [INFO] [Train] Epoch [266/500] [70/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 3.5271e-07 (1.7308e-03)	
[2024-07-02 17:46:18] [PID 0] [INFO] [Train] Epoch [266/500] [75/168]	 BT 0.366 (0.358)	 DT 0.011 (0.021)	 Loss 1.0035e-07 (1.7306e-03)	
[2024-07-02 17:46:20] [PID 0] [INFO] [Train] Epoch [266/500] [80/168]	 BT 0.349 (0.358)	 DT 0.011 (0.021)	 Loss 2.0955e-08 (1.7304e-03)	
[2024-07-02 17:46:22] [PID 0] [INFO] [Train] Epoch [266/500] [85/168]	 BT 0.326 (0.358)	 DT 0.010 (0.021)	 Loss 9.3187e-07 (1.7302e-03)	
[2024-07-02 17:46:24] [PID 0] [INFO] [Train] Epoch [266/500] [90/168]	 BT 0.346 (0.358)	 DT 0.011 (0.021)	 Loss 4.7032e-08 (1.7300e-03)	
[2024-07-02 17:46:25] [PID 0] [INFO] [Train] Epoch [266/500] [95/168]	 BT 0.344 (0.358)	 DT 0.011 (0.021)	 Loss 3.0268e-08 (1.7298e-03)	
[2024-07-02 17:46:27] [PID 0] [INFO] [Train] Epoch [266/500] [100/168]	 BT 0.342 (0.358)	 DT 0.010 (0.021)	 Loss 5.7509e-08 (1.7296e-03)	
[2024-07-02 17:46:29] [PID 0] [INFO] [Train] Epoch [266/500] [105/168]	 BT 0.363 (0.358)	 DT 0.011 (0.021)	 Loss 6.7521e-09 (1.7294e-03)	
[2024-07-02 17:46:31] [PID 0] [INFO] [Train] Epoch [266/500] [110/168]	 BT 0.365 (0.358)	 DT 0.015 (0.021)	 Loss 2.2119e-08 (1.7292e-03)	
[2024-07-02 17:46:33] [PID 0] [INFO] [Train] Epoch [266/500] [115/168]	 BT 0.355 (0.358)	 DT 0.011 (0.021)	 Loss 2.9802e-08 (1.7290e-03)	
[2024-07-02 17:46:34] [PID 0] [INFO] [Train] Epoch [266/500] [120/168]	 BT 0.343 (0.358)	 DT 0.015 (0.021)	 Loss 3.2131e-08 (1.7288e-03)	
[2024-07-02 17:46:36] [PID 0] [INFO] [Train] Epoch [266/500] [125/168]	 BT 0.343 (0.358)	 DT 0.010 (0.021)	 Loss 6.5658e-08 (1.7286e-03)	
[2024-07-02 17:46:38] [PID 0] [INFO] [Train] Epoch [266/500] [130/168]	 BT 0.364 (0.358)	 DT 0.011 (0.021)	 Loss 5.0291e-08 (1.7284e-03)	
[2024-07-02 17:46:40] [PID 0] [INFO] [Train] Epoch [266/500] [135/168]	 BT 0.336 (0.358)	 DT 0.011 (0.021)	 Loss 2.3982e-08 (1.7282e-03)	
[2024-07-02 17:46:41] [PID 0] [INFO] [Train] Epoch [266/500] [140/168]	 BT 0.330 (0.358)	 DT 0.010 (0.021)	 Loss 8.1025e-08 (1.7280e-03)	
[2024-07-02 17:46:43] [PID 0] [INFO] [Train] Epoch [266/500] [145/168]	 BT 0.340 (0.358)	 DT 0.011 (0.021)	 Loss 4.1906e-07 (1.7278e-03)	
[2024-07-02 17:46:45] [PID 0] [INFO] [Train] Epoch [266/500] [150/168]	 BT 0.369 (0.358)	 DT 0.017 (0.021)	 Loss 3.4666e-07 (1.7276e-03)	
[2024-07-02 17:46:47] [PID 0] [INFO] [Train] Epoch [266/500] [155/168]	 BT 0.360 (0.358)	 DT 0.015 (0.021)	 Loss 3.2596e-09 (1.7275e-03)	
[2024-07-02 17:46:49] [PID 0] [INFO] [Train] Epoch [266/500] [160/168]	 BT 0.362 (0.358)	 DT 0.011 (0.021)	 Loss 2.9802e-08 (1.7273e-03)	
[2024-07-02 17:46:50] [PID 0] [INFO] [Train] Epoch [266/500] [165/168]	 BT 0.323 (0.358)	 DT 0.011 (0.021)	 Loss 6.0556e-07 (1.7271e-03)	
[2024-07-02 17:47:51] [PID 0] [INFO] [Train] Epoch [268/500] [0/168]	 BT 1.125 (0.358)	 DT 0.788 (0.021)	 Loss 6.0536e-09 (1.7205e-03)	
[2024-07-02 17:47:53] [PID 0] [INFO] [Train] Epoch [268/500] [5/168]	 BT 0.341 (0.358)	 DT 0.014 (0.021)	 Loss 4.0978e-08 (1.7203e-03)	
[2024-07-02 17:47:55] [PID 0] [INFO] [Train] Epoch [268/500] [10/168]	 BT 0.346 (0.358)	 DT 0.011 (0.021)	 Loss 5.7276e-08 (1.7201e-03)	
[2024-07-02 17:47:57] [PID 0] [INFO] [Train] Epoch [268/500] [15/168]	 BT 0.364 (0.358)	 DT 0.011 (0.021)	 Loss 2.3982e-08 (1.7199e-03)	
[2024-07-02 17:47:59] [PID 0] [INFO] [Train] Epoch [268/500] [20/168]	 BT 0.354 (0.358)	 DT 0.011 (0.021)	 Loss 2.8962e-07 (1.7197e-03)	
[2024-07-02 17:48:00] [PID 0] [INFO] [Train] Epoch [268/500] [25/168]	 BT 0.341 (0.358)	 DT 0.015 (0.021)	 Loss 2.1188e-08 (1.7195e-03)	
[2024-07-02 17:48:02] [PID 0] [INFO] [Train] Epoch [268/500] [30/168]	 BT 0.352 (0.358)	 DT 0.011 (0.021)	 Loss 5.2894e-07 (1.7194e-03)	
[2024-07-02 17:48:04] [PID 0] [INFO] [Train] Epoch [268/500] [35/168]	 BT 0.344 (0.358)	 DT 0.011 (0.021)	 Loss 2.0256e-08 (1.7192e-03)	
[2024-07-02 17:48:06] [PID 0] [INFO] [Train] Epoch [268/500] [40/168]	 BT 0.327 (0.358)	 DT 0.011 (0.021)	 Loss 5.6084e-07 (1.7190e-03)	
[2024-07-02 17:48:07] [PID 0] [INFO] [Train] Epoch [268/500] [45/168]	 BT 0.353 (0.358)	 DT 0.011 (0.021)	 Loss 4.6799e-08 (1.7188e-03)	
[2024-07-02 17:48:09] [PID 0] [INFO] [Train] Epoch [268/500] [50/168]	 BT 0.348 (0.358)	 DT 0.011 (0.021)	 Loss 5.4918e-07 (1.7186e-03)	
[2024-07-02 17:48:11] [PID 0] [INFO] [Train] Epoch [268/500] [55/168]	 BT 0.346 (0.358)	 DT 0.011 (0.021)	 Loss 5.2619e-08 (1.7184e-03)	
[2024-07-02 17:48:13] [PID 0] [INFO] [Train] Epoch [268/500] [60/168]	 BT 0.349 (0.358)	 DT 0.015 (0.021)	 Loss 8.4750e-08 (1.7182e-03)	
[2024-07-02 17:48:14] [PID 0] [INFO] [Train] Epoch [268/500] [65/168]	 BT 0.348 (0.358)	 DT 0.011 (0.021)	 Loss 6.4028e-08 (1.7180e-03)	
[2024-07-02 17:48:16] [PID 0] [INFO] [Train] Epoch [268/500] [70/168]	 BT 0.317 (0.358)	 DT 0.010 (0.021)	 Loss 4.4238e-09 (1.7178e-03)	
[2024-07-02 17:48:18] [PID 0] [INFO] [Train] Epoch [268/500] [75/168]	 BT 0.340 (0.358)	 DT 0.011 (0.021)	 Loss 6.1234e-08 (1.7176e-03)	
[2024-07-02 17:48:20] [PID 0] [INFO] [Train] Epoch [268/500] [80/168]	 BT 0.351 (0.358)	 DT 0.010 (0.021)	 Loss 6.3795e-08 (1.7174e-03)	
[2024-07-02 17:48:21] [PID 0] [INFO] [Train] Epoch [268/500] [85/168]	 BT 0.355 (0.358)	 DT 0.011 (0.021)	 Loss 7.7300e-08 (1.7172e-03)	
[2024-07-02 17:48:23] [PID 0] [INFO] [Train] Epoch [268/500] [90/168]	 BT 0.350 (0.358)	 DT 0.010 (0.021)	 Loss 4.9402e-07 (1.7171e-03)	
[2024-07-02 17:48:25] [PID 0] [INFO] [Train] Epoch [268/500] [95/168]	 BT 0.345 (0.358)	 DT 0.015 (0.021)	 Loss 1.0710e-08 (1.7169e-03)	
[2024-07-02 17:48:27] [PID 0] [INFO] [Train] Epoch [268/500] [100/168]	 BT 0.340 (0.358)	 DT 0.011 (0.021)	 Loss 1.1013e-07 (1.7167e-03)	
[2024-07-02 17:48:28] [PID 0] [INFO] [Train] Epoch [268/500] [105/168]	 BT 0.351 (0.358)	 DT 0.011 (0.021)	 Loss 8.3819e-09 (1.7165e-03)	
[2024-07-02 17:48:30] [PID 0] [INFO] [Train] Epoch [268/500] [110/168]	 BT 0.351 (0.358)	 DT 0.011 (0.021)	 Loss 3.5390e-08 (1.7163e-03)	
[2024-07-02 17:48:32] [PID 0] [INFO] [Train] Epoch [268/500] [115/168]	 BT 0.361 (0.358)	 DT 0.011 (0.021)	 Loss 2.4913e-08 (1.7161e-03)	
[2024-07-02 17:48:34] [PID 0] [INFO] [Train] Epoch [268/500] [120/168]	 BT 0.359 (0.358)	 DT 0.010 (0.021)	 Loss 1.5087e-07 (1.7159e-03)	
[2024-07-02 17:48:35] [PID 0] [INFO] [Train] Epoch [268/500] [125/168]	 BT 0.336 (0.358)	 DT 0.010 (0.021)	 Loss 5.9837e-08 (1.7157e-03)	
[2024-07-02 17:48:37] [PID 0] [INFO] [Train] Epoch [268/500] [130/168]	 BT 0.347 (0.358)	 DT 0.015 (0.021)	 Loss 2.5844e-08 (1.7155e-03)	
[2024-07-02 17:48:39] [PID 0] [INFO] [Train] Epoch [268/500] [135/168]	 BT 0.347 (0.358)	 DT 0.011 (0.021)	 Loss 4.0978e-08 (1.7153e-03)	
[2024-07-02 17:48:41] [PID 0] [INFO] [Train] Epoch [268/500] [140/168]	 BT 0.342 (0.358)	 DT 0.012 (0.021)	 Loss 6.0536e-08 (1.7151e-03)	
[2024-07-02 17:48:43] [PID 0] [INFO] [Train] Epoch [268/500] [145/168]	 BT 0.372 (0.358)	 DT 0.016 (0.021)	 Loss 7.7299e-08 (1.7149e-03)	
[2024-07-02 17:48:44] [PID 0] [INFO] [Train] Epoch [268/500] [150/168]	 BT 0.348 (0.358)	 DT 0.014 (0.021)	 Loss 7.2177e-09 (1.7148e-03)	
[2024-07-02 17:48:46] [PID 0] [INFO] [Train] Epoch [268/500] [155/168]	 BT 0.358 (0.358)	 DT 0.015 (0.021)	 Loss 1.6065e-08 (1.7146e-03)	
[2024-07-02 17:48:48] [PID 0] [INFO] [Train] Epoch [268/500] [160/168]	 BT 0.342 (0.358)	 DT 0.010 (0.021)	 Loss 5.3363e-07 (1.7144e-03)	
[2024-07-02 17:48:50] [PID 0] [INFO] [Train] Epoch [268/500] [165/168]	 BT 0.350 (0.358)	 DT 0.011 (0.021)	 Loss 3.7609e-04 (1.7142e-03)	
[2024-07-02 17:49:51] [PID 0] [INFO] [Train] Epoch [270/500] [0/168]	 BT 1.305 (0.358)	 DT 0.930 (0.021)	 Loss 5.4715e-08 (1.7078e-03)	
[2024-07-02 17:49:52] [PID 0] [INFO] [Train] Epoch [270/500] [5/168]	 BT 0.377 (0.358)	 DT 0.011 (0.021)	 Loss 8.0791e-08 (1.7076e-03)	
[2024-07-02 17:49:54] [PID 0] [INFO] [Train] Epoch [270/500] [10/168]	 BT 0.342 (0.358)	 DT 0.011 (0.021)	 Loss 1.3644e-07 (1.7074e-03)	
[2024-07-02 17:49:56] [PID 0] [INFO] [Train] Epoch [270/500] [15/168]	 BT 0.322 (0.358)	 DT 0.011 (0.021)	 Loss 3.6156e-07 (1.7072e-03)	
[2024-07-02 17:49:58] [PID 0] [INFO] [Train] Epoch [270/500] [20/168]	 BT 0.488 (0.358)	 DT 0.014 (0.021)	 Loss 1.1409e-08 (1.7070e-03)	
[2024-07-02 17:50:00] [PID 0] [INFO] [Train] Epoch [270/500] [25/168]	 BT 0.361 (0.358)	 DT 0.011 (0.021)	 Loss 9.8953e-08 (1.7068e-03)	
[2024-07-02 17:50:01] [PID 0] [INFO] [Train] Epoch [270/500] [30/168]	 BT 0.346 (0.358)	 DT 0.011 (0.021)	 Loss 1.0803e-07 (1.7066e-03)	
[2024-07-02 17:50:03] [PID 0] [INFO] [Train] Epoch [270/500] [35/168]	 BT 0.351 (0.358)	 DT 0.012 (0.021)	 Loss 8.6612e-08 (1.7064e-03)	
[2024-07-02 17:50:05] [PID 0] [INFO] [Train] Epoch [270/500] [40/168]	 BT 0.344 (0.358)	 DT 0.010 (0.021)	 Loss 1.8161e-08 (1.7062e-03)	
[2024-07-02 17:50:06] [PID 0] [INFO] [Train] Epoch [270/500] [45/168]	 BT 0.363 (0.358)	 DT 0.011 (0.021)	 Loss 3.1199e-08 (1.7061e-03)	
[2024-07-02 17:50:08] [PID 0] [INFO] [Train] Epoch [270/500] [50/168]	 BT 0.329 (0.358)	 DT 0.010 (0.021)	 Loss 2.8824e-07 (1.7059e-03)	
[2024-07-02 17:50:10] [PID 0] [INFO] [Train] Epoch [270/500] [55/168]	 BT 0.331 (0.358)	 DT 0.010 (0.021)	 Loss 6.0536e-09 (1.7057e-03)	
[2024-07-02 17:50:12] [PID 0] [INFO] [Train] Epoch [270/500] [60/168]	 BT 0.336 (0.358)	 DT 0.010 (0.021)	 Loss 1.8590e-06 (1.7055e-03)	
[2024-07-02 17:50:13] [PID 0] [INFO] [Train] Epoch [270/500] [65/168]	 BT 0.351 (0.358)	 DT 0.010 (0.021)	 Loss 7.6601e-08 (1.7053e-03)	
[2024-07-02 17:50:15] [PID 0] [INFO] [Train] Epoch [270/500] [70/168]	 BT 0.349 (0.358)	 DT 0.011 (0.021)	 Loss 1.1409e-08 (1.7051e-03)	
