[2024-07-02 13:18:58] [PID 0] [INFO] Load config successfully!
[2024-07-02 13:18:58] [PID 0] [INFO] {'batch_size': 512,
 'ckpt_path': 'checkpoints/checkpoint_0',
 'comment': 'no comments',
 'continuous_train': False,
 'crystal_gnn_config': {'atom_fea_len': 512, 'n_conv': 3},
 'dmin': 0,
 'drop_rate': 0.25,
 'dtype': torch.float32,
 'epochs': 500,
 'experiment_name': '0',
 'figs_train': 'figs/train_0.pdf',
 'head_output_dim': 2,
 'load_pretrain': True,
 'log_batch_freq': 5,
 'log_epoch_freq': 2,
 'log_file': 'logs/out_0.log',
 'lr': 0.001,
 'lr_milestones': [100],
 'max_num_nbr': 12,
 'momentum': 0.9,
 'num_workers': 8,
 'pre_ckpt_path': 'checkpoints/pre_checkpoint_0',
 'precision': 'float32',
 'processed_dir': {'negative': 'processed_negative',
                   'positive': 'processed_positive'},
 'radius': 20,
 'random_seed': 666,
 'ratio': 711,
 'root_dir': 'data',
 'sample_size': 10,
 'save_epoch_freq': 5,
 'shuffle': True,
 'step': 0.2,
 'weight_decay': 0}
[2024-07-02 13:18:58] [PID 0] [INFO] Load data...
[2024-07-02 13:18:58] [PID 0] [INFO] Process...
[2024-07-02 13:19:35] [PID 0] [INFO] Total number of data points: 85590
[2024-07-02 13:19:35] [PID 0] [INFO] Number of batches per epoch: 168
[2024-07-02 13:19:39] [PID 0] [INFO] Train...
[2024-07-02 21:11:59] [PID 0] [INFO] [Train] Epoch [472/500] [135/168]	 BT 0.344 (0.357)	 DT 0.011 (0.021)	 Loss 3.8251e-07 (9.8336e-04)	
[2024-07-02 21:12:01] [PID 0] [INFO] [Train] Epoch [472/500] [140/168]	 BT 0.338 (0.357)	 DT 0.011 (0.021)	 Loss 2.1693e-06 (9.8329e-04)	
[2024-07-02 21:12:02] [PID 0] [INFO] [Train] Epoch [472/500] [145/168]	 BT 0.339 (0.357)	 DT 0.011 (0.021)	 Loss 2.9104e-08 (9.8323e-04)	
[2024-07-02 21:12:04] [PID 0] [INFO] [Train] Epoch [472/500] [150/168]	 BT 0.321 (0.357)	 DT 0.014 (0.021)	 Loss 9.7789e-09 (9.8317e-04)	
[2024-07-02 21:12:06] [PID 0] [INFO] [Train] Epoch [472/500] [155/168]	 BT 0.341 (0.357)	 DT 0.011 (0.021)	 Loss 7.6368e-08 (9.8311e-04)	
[2024-07-02 21:12:08] [PID 0] [INFO] [Train] Epoch [472/500] [160/168]	 BT 0.339 (0.357)	 DT 0.011 (0.021)	 Loss 1.7462e-08 (9.8305e-04)	
[2024-07-02 21:12:09] [PID 0] [INFO] [Train] Epoch [472/500] [165/168]	 BT 0.349 (0.357)	 DT 0.011 (0.021)	 Loss 1.5809e-07 (9.8298e-04)	
[2024-07-02 21:13:10] [PID 0] [INFO] [Train] Epoch [474/500] [0/168]	 BT 1.167 (0.357)	 DT 0.826 (0.021)	 Loss 6.4028e-08 (9.8088e-04)	
[2024-07-02 21:13:12] [PID 0] [INFO] [Train] Epoch [474/500] [5/168]	 BT 0.343 (0.357)	 DT 0.011 (0.021)	 Loss 5.6112e-08 (9.8082e-04)	
[2024-07-02 21:13:14] [PID 0] [INFO] [Train] Epoch [474/500] [10/168]	 BT 0.351 (0.357)	 DT 0.011 (0.021)	 Loss 1.9092e-08 (9.8075e-04)	
[2024-07-02 21:13:16] [PID 0] [INFO] [Train] Epoch [474/500] [15/168]	 BT 0.346 (0.357)	 DT 0.011 (0.021)	 Loss 8.1491e-09 (9.8069e-04)	
[2024-07-02 21:13:18] [PID 0] [INFO] [Train] Epoch [474/500] [20/168]	 BT 0.332 (0.357)	 DT 0.011 (0.021)	 Loss 1.0640e-07 (9.8063e-04)	
[2024-07-02 21:13:19] [PID 0] [INFO] [Train] Epoch [474/500] [25/168]	 BT 0.343 (0.357)	 DT 0.011 (0.021)	 Loss 1.3294e-07 (9.8057e-04)	
[2024-07-02 21:13:21] [PID 0] [INFO] [Train] Epoch [474/500] [30/168]	 BT 0.356 (0.357)	 DT 0.011 (0.021)	 Loss 1.1502e-07 (9.8051e-04)	
[2024-07-02 21:13:23] [PID 0] [INFO] [Train] Epoch [474/500] [35/168]	 BT 0.377 (0.357)	 DT 0.015 (0.021)	 Loss 8.4516e-08 (9.8045e-04)	
[2024-07-02 21:13:25] [PID 0] [INFO] [Train] Epoch [474/500] [40/168]	 BT 0.358 (0.357)	 DT 0.011 (0.021)	 Loss 5.1921e-08 (9.8038e-04)	
[2024-07-02 21:13:27] [PID 0] [INFO] [Train] Epoch [474/500] [45/168]	 BT 0.351 (0.357)	 DT 0.011 (0.021)	 Loss 6.0536e-09 (9.8032e-04)	
[2024-07-02 21:13:28] [PID 0] [INFO] [Train] Epoch [474/500] [50/168]	 BT 0.336 (0.357)	 DT 0.012 (0.021)	 Loss 4.7264e-08 (9.8026e-04)	
[2024-07-02 21:13:30] [PID 0] [INFO] [Train] Epoch [474/500] [55/168]	 BT 0.309 (0.357)	 DT 0.011 (0.021)	 Loss 2.2864e-07 (9.8020e-04)	
[2024-07-02 21:13:32] [PID 0] [INFO] [Train] Epoch [474/500] [60/168]	 BT 0.361 (0.357)	 DT 0.011 (0.021)	 Loss 1.0221e-07 (9.8014e-04)	
[2024-07-02 21:13:33] [PID 0] [INFO] [Train] Epoch [474/500] [65/168]	 BT 0.342 (0.357)	 DT 0.011 (0.021)	 Loss 3.6158e-06 (9.8007e-04)	
[2024-07-02 21:13:35] [PID 0] [INFO] [Train] Epoch [474/500] [70/168]	 BT 0.349 (0.357)	 DT 0.012 (0.021)	 Loss 1.7089e-07 (9.8001e-04)	
[2024-07-02 21:13:37] [PID 0] [INFO] [Train] Epoch [474/500] [75/168]	 BT 0.331 (0.357)	 DT 0.011 (0.021)	 Loss 1.4366e-06 (9.7995e-04)	
[2024-07-02 21:13:39] [PID 0] [INFO] [Train] Epoch [474/500] [80/168]	 BT 0.373 (0.357)	 DT 0.012 (0.021)	 Loss 3.9999e-07 (9.7989e-04)	
[2024-07-02 21:13:41] [PID 0] [INFO] [Train] Epoch [474/500] [85/168]	 BT 0.327 (0.357)	 DT 0.011 (0.021)	 Loss 3.3993e-08 (9.7983e-04)	
[2024-07-02 21:13:42] [PID 0] [INFO] [Train] Epoch [474/500] [90/168]	 BT 0.326 (0.357)	 DT 0.011 (0.021)	 Loss 1.6298e-09 (9.7976e-04)	
[2024-07-02 21:13:44] [PID 0] [INFO] [Train] Epoch [474/500] [95/168]	 BT 0.427 (0.357)	 DT 0.014 (0.021)	 Loss 1.6298e-08 (9.7970e-04)	
[2024-07-02 21:13:46] [PID 0] [INFO] [Train] Epoch [474/500] [100/168]	 BT 0.330 (0.357)	 DT 0.011 (0.021)	 Loss 1.1727e-06 (9.7964e-04)	
[2024-07-02 21:13:48] [PID 0] [INFO] [Train] Epoch [474/500] [105/168]	 BT 0.350 (0.357)	 DT 0.011 (0.021)	 Loss 2.1653e-08 (9.7958e-04)	
[2024-07-02 21:13:49] [PID 0] [INFO] [Train] Epoch [474/500] [110/168]	 BT 0.383 (0.357)	 DT 0.013 (0.021)	 Loss 1.0710e-07 (9.7952e-04)	
[2024-07-02 21:13:51] [PID 0] [INFO] [Train] Epoch [474/500] [115/168]	 BT 0.367 (0.357)	 DT 0.012 (0.021)	 Loss 1.1665e-07 (9.7945e-04)	
[2024-07-02 21:13:53] [PID 0] [INFO] [Train] Epoch [474/500] [120/168]	 BT 0.329 (0.357)	 DT 0.011 (0.021)	 Loss 1.4505e-07 (9.7939e-04)	
[2024-07-02 21:13:55] [PID 0] [INFO] [Train] Epoch [474/500] [125/168]	 BT 0.359 (0.357)	 DT 0.011 (0.021)	 Loss 2.3561e-07 (9.7933e-04)	
[2024-07-02 21:13:56] [PID 0] [INFO] [Train] Epoch [474/500] [130/168]	 BT 0.352 (0.357)	 DT 0.014 (0.021)	 Loss 1.2340e-08 (9.7927e-04)	
[2024-07-02 21:13:58] [PID 0] [INFO] [Train] Epoch [474/500] [135/168]	 BT 0.333 (0.357)	 DT 0.011 (0.021)	 Loss 1.3970e-09 (9.7921e-04)	
[2024-07-02 21:14:00] [PID 0] [INFO] [Train] Epoch [474/500] [140/168]	 BT 0.349 (0.357)	 DT 0.011 (0.021)	 Loss 6.6589e-08 (9.7915e-04)	
[2024-07-02 21:14:02] [PID 0] [INFO] [Train] Epoch [474/500] [145/168]	 BT 0.351 (0.357)	 DT 0.011 (0.021)	 Loss 2.3981e-07 (9.7908e-04)	
[2024-07-02 21:14:03] [PID 0] [INFO] [Train] Epoch [474/500] [150/168]	 BT 0.370 (0.357)	 DT 0.014 (0.021)	 Loss 1.2340e-08 (9.7902e-04)	
[2024-07-02 21:14:05] [PID 0] [INFO] [Train] Epoch [474/500] [155/168]	 BT 0.367 (0.357)	 DT 0.010 (0.021)	 Loss 3.9581e-09 (9.7896e-04)	
[2024-07-02 21:14:07] [PID 0] [INFO] [Train] Epoch [474/500] [160/168]	 BT 0.355 (0.357)	 DT 0.010 (0.021)	 Loss 4.1443e-08 (9.7890e-04)	
[2024-07-02 21:14:09] [PID 0] [INFO] [Train] Epoch [474/500] [165/168]	 BT 0.342 (0.357)	 DT 0.014 (0.021)	 Loss 1.6298e-09 (9.7884e-04)	
[2024-07-02 21:15:10] [PID 0] [INFO] [Train] Epoch [476/500] [0/168]	 BT 1.217 (0.357)	 DT 0.888 (0.021)	 Loss 4.1211e-08 (9.7675e-04)	
[2024-07-02 21:15:12] [PID 0] [INFO] [Train] Epoch [476/500] [5/168]	 BT 0.364 (0.357)	 DT 0.011 (0.021)	 Loss 2.0535e-07 (9.7669e-04)	
[2024-07-02 21:15:14] [PID 0] [INFO] [Train] Epoch [476/500] [10/168]	 BT 0.324 (0.357)	 DT 0.011 (0.021)	 Loss 3.0734e-08 (9.7663e-04)	
[2024-07-02 21:15:16] [PID 0] [INFO] [Train] Epoch [476/500] [15/168]	 BT 0.353 (0.357)	 DT 0.010 (0.021)	 Loss 2.6192e-07 (9.7657e-04)	
[2024-07-02 21:15:17] [PID 0] [INFO] [Train] Epoch [476/500] [20/168]	 BT 0.364 (0.357)	 DT 0.015 (0.021)	 Loss 4.5169e-08 (9.7650e-04)	
[2024-07-02 21:15:19] [PID 0] [INFO] [Train] Epoch [476/500] [25/168]	 BT 0.361 (0.357)	 DT 0.015 (0.021)	 Loss 3.3062e-08 (9.7644e-04)	
[2024-07-02 21:15:21] [PID 0] [INFO] [Train] Epoch [476/500] [30/168]	 BT 0.372 (0.357)	 DT 0.011 (0.021)	 Loss 5.1223e-09 (9.7638e-04)	
[2024-07-02 21:15:23] [PID 0] [INFO] [Train] Epoch [476/500] [35/168]	 BT 0.378 (0.357)	 DT 0.011 (0.021)	 Loss 4.1910e-09 (9.7632e-04)	
[2024-07-02 21:15:25] [PID 0] [INFO] [Train] Epoch [476/500] [40/168]	 BT 0.370 (0.357)	 DT 0.012 (0.021)	 Loss 9.4295e-08 (9.7626e-04)	
[2024-07-02 21:15:26] [PID 0] [INFO] [Train] Epoch [476/500] [45/168]	 BT 0.354 (0.357)	 DT 0.011 (0.021)	 Loss 2.2817e-08 (9.7620e-04)	
[2024-07-02 21:15:28] [PID 0] [INFO] [Train] Epoch [476/500] [50/168]	 BT 0.337 (0.357)	 DT 0.011 (0.021)	 Loss 1.4342e-07 (9.7614e-04)	
[2024-07-02 21:15:30] [PID 0] [INFO] [Train] Epoch [476/500] [55/168]	 BT 0.353 (0.357)	 DT 0.011 (0.021)	 Loss 2.2119e-08 (9.7607e-04)	
[2024-07-02 21:15:32] [PID 0] [INFO] [Train] Epoch [476/500] [60/168]	 BT 0.357 (0.357)	 DT 0.015 (0.021)	 Loss 1.1642e-09 (9.7601e-04)	
[2024-07-02 21:15:33] [PID 0] [INFO] [Train] Epoch [476/500] [65/168]	 BT 0.318 (0.357)	 DT 0.010 (0.021)	 Loss 3.0268e-08 (9.7595e-04)	
[2024-07-02 21:15:35] [PID 0] [INFO] [Train] Epoch [476/500] [70/168]	 BT 0.371 (0.357)	 DT 0.015 (0.021)	 Loss 9.3132e-08 (9.7589e-04)	
[2024-07-02 21:15:37] [PID 0] [INFO] [Train] Epoch [476/500] [75/168]	 BT 0.345 (0.357)	 DT 0.011 (0.021)	 Loss 9.7789e-09 (9.7583e-04)	
[2024-07-02 21:15:39] [PID 0] [INFO] [Train] Epoch [476/500] [80/168]	 BT 0.353 (0.357)	 DT 0.012 (0.021)	 Loss 6.7986e-08 (9.7577e-04)	
[2024-07-02 21:15:40] [PID 0] [INFO] [Train] Epoch [476/500] [85/168]	 BT 0.338 (0.357)	 DT 0.011 (0.021)	 Loss 2.4819e-07 (9.7571e-04)	
[2024-07-02 21:15:42] [PID 0] [INFO] [Train] Epoch [476/500] [90/168]	 BT 0.327 (0.357)	 DT 0.010 (0.021)	 Loss 2.3283e-10 (9.7565e-04)	
[2024-07-02 21:15:44] [PID 0] [INFO] [Train] Epoch [476/500] [95/168]	 BT 0.356 (0.357)	 DT 0.011 (0.021)	 Loss 9.7789e-09 (9.7558e-04)	
[2024-07-02 21:15:46] [PID 0] [INFO] [Train] Epoch [476/500] [100/168]	 BT 0.334 (0.357)	 DT 0.011 (0.021)	 Loss 3.0033e-07 (9.7552e-04)	
[2024-07-02 21:15:47] [PID 0] [INFO] [Train] Epoch [476/500] [105/168]	 BT 0.346 (0.357)	 DT 0.011 (0.021)	 Loss 7.4506e-09 (9.7546e-04)	
[2024-07-02 21:15:49] [PID 0] [INFO] [Train] Epoch [476/500] [110/168]	 BT 0.333 (0.357)	 DT 0.011 (0.021)	 Loss 3.9647e-07 (9.7540e-04)	
[2024-07-02 21:15:51] [PID 0] [INFO] [Train] Epoch [476/500] [115/168]	 BT 0.347 (0.357)	 DT 0.011 (0.021)	 Loss 2.0955e-09 (9.7534e-04)	
[2024-07-02 21:15:53] [PID 0] [INFO] [Train] Epoch [476/500] [120/168]	 BT 0.348 (0.357)	 DT 0.011 (0.021)	 Loss 3.0966e-08 (9.7528e-04)	
[2024-07-02 21:15:54] [PID 0] [INFO] [Train] Epoch [476/500] [125/168]	 BT 0.343 (0.357)	 DT 0.010 (0.021)	 Loss 1.3970e-09 (9.7522e-04)	
[2024-07-02 21:15:56] [PID 0] [INFO] [Train] Epoch [476/500] [130/168]	 BT 0.312 (0.357)	 DT 0.010 (0.021)	 Loss 6.1467e-08 (9.7516e-04)	
[2024-07-02 21:15:58] [PID 0] [INFO] [Train] Epoch [476/500] [135/168]	 BT 0.338 (0.357)	 DT 0.011 (0.021)	 Loss 7.6834e-09 (9.7509e-04)	
[2024-07-02 21:16:00] [PID 0] [INFO] [Train] Epoch [476/500] [140/168]	 BT 0.355 (0.357)	 DT 0.011 (0.021)	 Loss 4.0978e-08 (9.7503e-04)	
[2024-07-02 21:16:01] [PID 0] [INFO] [Train] Epoch [476/500] [145/168]	 BT 0.341 (0.357)	 DT 0.011 (0.021)	 Loss 6.9849e-09 (9.7497e-04)	
[2024-07-02 21:16:03] [PID 0] [INFO] [Train] Epoch [476/500] [150/168]	 BT 0.341 (0.357)	 DT 0.015 (0.021)	 Loss 6.7023e-07 (9.7491e-04)	
[2024-07-02 21:16:05] [PID 0] [INFO] [Train] Epoch [476/500] [155/168]	 BT 0.331 (0.357)	 DT 0.010 (0.021)	 Loss 2.0955e-09 (9.7485e-04)	
[2024-07-02 21:16:07] [PID 0] [INFO] [Train] Epoch [476/500] [160/168]	 BT 0.363 (0.357)	 DT 0.010 (0.021)	 Loss 2.9569e-08 (9.7479e-04)	
[2024-07-02 21:16:08] [PID 0] [INFO] [Train] Epoch [476/500] [165/168]	 BT 0.356 (0.357)	 DT 0.015 (0.021)	 Loss 3.9115e-08 (9.7473e-04)	
[2024-07-02 21:17:09] [PID 0] [INFO] [Train] Epoch [478/500] [0/168]	 BT 1.123 (0.357)	 DT 0.761 (0.021)	 Loss 6.3097e-08 (9.7266e-04)	
[2024-07-02 21:17:11] [PID 0] [INFO] [Train] Epoch [478/500] [5/168]	 BT 0.369 (0.357)	 DT 0.011 (0.021)	 Loss 3.3634e-06 (9.7260e-04)	
[2024-07-02 21:17:13] [PID 0] [INFO] [Train] Epoch [478/500] [10/168]	 BT 0.342 (0.357)	 DT 0.010 (0.021)	 Loss 3.9115e-08 (9.7254e-04)	
[2024-07-02 21:17:15] [PID 0] [INFO] [Train] Epoch [478/500] [15/168]	 BT 0.489 (0.357)	 DT 0.010 (0.021)	 Loss 4.1465e-07 (9.7247e-04)	
[2024-07-02 21:17:16] [PID 0] [INFO] [Train] Epoch [478/500] [20/168]	 BT 0.350 (0.357)	 DT 0.011 (0.021)	 Loss 1.0638e-06 (9.7241e-04)	
[2024-07-02 21:17:18] [PID 0] [INFO] [Train] Epoch [478/500] [25/168]	 BT 0.359 (0.357)	 DT 0.011 (0.021)	 Loss 5.8737e-07 (9.7235e-04)	
[2024-07-02 21:17:20] [PID 0] [INFO] [Train] Epoch [478/500] [30/168]	 BT 0.327 (0.357)	 DT 0.010 (0.021)	 Loss 4.6566e-09 (9.7229e-04)	
[2024-07-02 21:17:22] [PID 0] [INFO] [Train] Epoch [478/500] [35/168]	 BT 0.330 (0.357)	 DT 0.011 (0.021)	 Loss 3.2175e-07 (9.7223e-04)	
[2024-07-02 21:17:23] [PID 0] [INFO] [Train] Epoch [478/500] [40/168]	 BT 0.333 (0.357)	 DT 0.010 (0.021)	 Loss 2.7241e-08 (9.7217e-04)	
[2024-07-02 21:17:25] [PID 0] [INFO] [Train] Epoch [478/500] [45/168]	 BT 0.347 (0.357)	 DT 0.011 (0.021)	 Loss 9.4061e-08 (9.7211e-04)	
[2024-07-02 21:17:27] [PID 0] [INFO] [Train] Epoch [478/500] [50/168]	 BT 0.346 (0.357)	 DT 0.011 (0.021)	 Loss 1.6298e-09 (9.7205e-04)	
[2024-07-02 21:17:29] [PID 0] [INFO] [Train] Epoch [478/500] [55/168]	 BT 0.341 (0.357)	 DT 0.010 (0.021)	 Loss 1.3038e-07 (9.7199e-04)	
[2024-07-02 21:17:30] [PID 0] [INFO] [Train] Epoch [478/500] [60/168]	 BT 0.350 (0.357)	 DT 0.011 (0.021)	 Loss 7.1246e-08 (9.7193e-04)	
[2024-07-02 21:17:32] [PID 0] [INFO] [Train] Epoch [478/500] [65/168]	 BT 0.344 (0.357)	 DT 0.011 (0.021)	 Loss 7.7764e-08 (9.7187e-04)	
[2024-07-02 21:17:34] [PID 0] [INFO] [Train] Epoch [478/500] [70/168]	 BT 0.363 (0.357)	 DT 0.010 (0.021)	 Loss 6.5192e-08 (9.7180e-04)	
[2024-07-02 21:17:36] [PID 0] [INFO] [Train] Epoch [478/500] [75/168]	 BT 0.333 (0.357)	 DT 0.010 (0.021)	 Loss 2.5563e-07 (9.7174e-04)	
[2024-07-02 21:17:38] [PID 0] [INFO] [Train] Epoch [478/500] [80/168]	 BT 0.354 (0.357)	 DT 0.011 (0.021)	 Loss 3.6089e-08 (9.7168e-04)	
[2024-07-02 21:17:39] [PID 0] [INFO] [Train] Epoch [478/500] [85/168]	 BT 0.344 (0.357)	 DT 0.015 (0.021)	 Loss 3.5856e-08 (9.7162e-04)	
[2024-07-02 21:17:41] [PID 0] [INFO] [Train] Epoch [478/500] [90/168]	 BT 0.355 (0.357)	 DT 0.010 (0.021)	 Loss 6.0536e-09 (9.7156e-04)	
[2024-07-02 21:17:43] [PID 0] [INFO] [Train] Epoch [478/500] [95/168]	 BT 0.341 (0.357)	 DT 0.011 (0.021)	 Loss 5.5879e-09 (9.7150e-04)	
[2024-07-02 21:17:45] [PID 0] [INFO] [Train] Epoch [478/500] [100/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 1.3527e-07 (9.7144e-04)	
[2024-07-02 21:17:46] [PID 0] [INFO] [Train] Epoch [478/500] [105/168]	 BT 0.349 (0.357)	 DT 0.011 (0.021)	 Loss 3.0501e-08 (9.7138e-04)	
[2024-07-02 21:17:48] [PID 0] [INFO] [Train] Epoch [478/500] [110/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 5.1223e-09 (9.7132e-04)	
[2024-07-02 21:17:50] [PID 0] [INFO] [Train] Epoch [478/500] [115/168]	 BT 0.350 (0.357)	 DT 0.011 (0.021)	 Loss 4.0280e-08 (9.7126e-04)	
[2024-07-02 21:17:52] [PID 0] [INFO] [Train] Epoch [478/500] [120/168]	 BT 0.350 (0.357)	 DT 0.012 (0.021)	 Loss 1.6298e-09 (9.7120e-04)	
[2024-07-02 21:17:54] [PID 0] [INFO] [Train] Epoch [478/500] [125/168]	 BT 0.359 (0.357)	 DT 0.011 (0.021)	 Loss 3.7971e-07 (9.7114e-04)	
[2024-07-02 21:17:55] [PID 0] [INFO] [Train] Epoch [478/500] [130/168]	 BT 0.373 (0.357)	 DT 0.012 (0.021)	 Loss 2.1420e-08 (9.7108e-04)	
[2024-07-02 21:17:57] [PID 0] [INFO] [Train] Epoch [478/500] [135/168]	 BT 0.346 (0.357)	 DT 0.012 (0.021)	 Loss 1.8626e-08 (9.7101e-04)	
[2024-07-02 21:17:59] [PID 0] [INFO] [Train] Epoch [478/500] [140/168]	 BT 0.327 (0.357)	 DT 0.011 (0.021)	 Loss 1.6298e-08 (9.7095e-04)	
[2024-07-02 21:18:01] [PID 0] [INFO] [Train] Epoch [478/500] [145/168]	 BT 0.369 (0.357)	 DT 0.016 (0.021)	 Loss 6.0536e-09 (9.7089e-04)	
[2024-07-02 21:18:02] [PID 0] [INFO] [Train] Epoch [478/500] [150/168]	 BT 0.329 (0.357)	 DT 0.014 (0.021)	 Loss 2.5611e-08 (9.7083e-04)	
[2024-07-02 21:18:04] [PID 0] [INFO] [Train] Epoch [478/500] [155/168]	 BT 0.307 (0.357)	 DT 0.010 (0.021)	 Loss 2.2095e-07 (9.7077e-04)	
[2024-07-02 21:18:06] [PID 0] [INFO] [Train] Epoch [478/500] [160/168]	 BT 0.335 (0.357)	 DT 0.011 (0.021)	 Loss 3.0732e-07 (9.7071e-04)	
[2024-07-02 21:18:07] [PID 0] [INFO] [Train] Epoch [478/500] [165/168]	 BT 0.349 (0.357)	 DT 0.011 (0.021)	 Loss 4.7031e-08 (9.7065e-04)	
[2024-07-02 21:19:09] [PID 0] [INFO] [Train] Epoch [480/500] [0/168]	 BT 1.153 (0.357)	 DT 0.826 (0.021)	 Loss 1.3364e-07 (9.6860e-04)	
[2024-07-02 21:19:10] [PID 0] [INFO] [Train] Epoch [480/500] [5/168]	 BT 0.336 (0.357)	 DT 0.010 (0.021)	 Loss 1.1642e-09 (9.6854e-04)	
[2024-07-02 21:19:12] [PID 0] [INFO] [Train] Epoch [480/500] [10/168]	 BT 0.332 (0.357)	 DT 0.011 (0.021)	 Loss 1.5600e-08 (9.6848e-04)	
[2024-07-02 21:19:14] [PID 0] [INFO] [Train] Epoch [480/500] [15/168]	 BT 0.329 (0.357)	 DT 0.011 (0.021)	 Loss 1.2107e-07 (9.6842e-04)	
[2024-07-02 21:19:16] [PID 0] [INFO] [Train] Epoch [480/500] [20/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 1.1642e-09 (9.6836e-04)	
[2024-07-02 21:19:17] [PID 0] [INFO] [Train] Epoch [480/500] [25/168]	 BT 0.330 (0.357)	 DT 0.012 (0.021)	 Loss 8.3819e-09 (9.6830e-04)	
[2024-07-02 21:19:19] [PID 0] [INFO] [Train] Epoch [480/500] [30/168]	 BT 0.348 (0.357)	 DT 0.011 (0.021)	 Loss 3.4226e-08 (9.6824e-04)	
[2024-07-02 21:19:21] [PID 0] [INFO] [Train] Epoch [480/500] [35/168]	 BT 0.359 (0.357)	 DT 0.012 (0.021)	 Loss 8.3819e-09 (9.6817e-04)	
[2024-07-02 21:19:23] [PID 0] [INFO] [Train] Epoch [480/500] [40/168]	 BT 0.330 (0.357)	 DT 0.010 (0.021)	 Loss 1.0733e-07 (9.6811e-04)	
[2024-07-02 21:19:24] [PID 0] [INFO] [Train] Epoch [480/500] [45/168]	 BT 0.360 (0.357)	 DT 0.011 (0.021)	 Loss 8.1491e-09 (9.6805e-04)	
[2024-07-02 21:19:26] [PID 0] [INFO] [Train] Epoch [480/500] [50/168]	 BT 0.329 (0.357)	 DT 0.010 (0.021)	 Loss 6.4028e-08 (9.6799e-04)	
[2024-07-02 21:19:28] [PID 0] [INFO] [Train] Epoch [480/500] [55/168]	 BT 0.356 (0.357)	 DT 0.012 (0.021)	 Loss 3.3062e-08 (9.6793e-04)	
[2024-07-02 21:19:30] [PID 0] [INFO] [Train] Epoch [480/500] [60/168]	 BT 0.337 (0.357)	 DT 0.010 (0.021)	 Loss 2.2560e-07 (9.6787e-04)	
[2024-07-02 21:19:32] [PID 0] [INFO] [Train] Epoch [480/500] [65/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 2.1948e-06 (9.6781e-04)	
[2024-07-02 21:19:33] [PID 0] [INFO] [Train] Epoch [480/500] [70/168]	 BT 0.359 (0.357)	 DT 0.011 (0.021)	 Loss 3.8650e-08 (9.6775e-04)	
[2024-07-02 21:19:35] [PID 0] [INFO] [Train] Epoch [480/500] [75/168]	 BT 0.355 (0.357)	 DT 0.014 (0.021)	 Loss 6.3562e-08 (9.6769e-04)	
[2024-07-02 21:19:37] [PID 0] [INFO] [Train] Epoch [480/500] [80/168]	 BT 0.357 (0.357)	 DT 0.011 (0.021)	 Loss 2.7008e-08 (9.6763e-04)	
[2024-07-02 21:19:39] [PID 0] [INFO] [Train] Epoch [480/500] [85/168]	 BT 0.328 (0.357)	 DT 0.010 (0.021)	 Loss 1.9791e-08 (9.6757e-04)	
[2024-07-02 21:19:40] [PID 0] [INFO] [Train] Epoch [480/500] [90/168]	 BT 0.371 (0.357)	 DT 0.015 (0.021)	 Loss 7.5702e-07 (9.6751e-04)	
[2024-07-02 21:19:42] [PID 0] [INFO] [Train] Epoch [480/500] [95/168]	 BT 0.358 (0.357)	 DT 0.011 (0.021)	 Loss 2.0442e-07 (9.6745e-04)	
[2024-07-02 21:19:44] [PID 0] [INFO] [Train] Epoch [480/500] [100/168]	 BT 0.332 (0.357)	 DT 0.011 (0.021)	 Loss 4.8429e-08 (9.6739e-04)	
[2024-07-02 21:19:46] [PID 0] [INFO] [Train] Epoch [480/500] [105/168]	 BT 0.339 (0.357)	 DT 0.011 (0.021)	 Loss 9.3132e-10 (9.6733e-04)	
[2024-07-02 21:19:47] [PID 0] [INFO] [Train] Epoch [480/500] [110/168]	 BT 0.358 (0.357)	 DT 0.011 (0.021)	 Loss 6.6356e-08 (9.6727e-04)	
[2024-07-02 21:19:49] [PID 0] [INFO] [Train] Epoch [480/500] [115/168]	 BT 0.355 (0.357)	 DT 0.015 (0.021)	 Loss 3.7485e-08 (9.6721e-04)	
[2024-07-02 21:19:51] [PID 0] [INFO] [Train] Epoch [480/500] [120/168]	 BT 0.338 (0.357)	 DT 0.010 (0.021)	 Loss 1.8484e-05 (9.6715e-04)	
[2024-07-02 21:19:53] [PID 0] [INFO] [Train] Epoch [480/500] [125/168]	 BT 0.372 (0.357)	 DT 0.011 (0.021)	 Loss 3.4226e-08 (9.6709e-04)	
[2024-07-02 21:19:55] [PID 0] [INFO] [Train] Epoch [480/500] [130/168]	 BT 0.331 (0.357)	 DT 0.011 (0.021)	 Loss 4.4256e-07 (9.6703e-04)	
[2024-07-02 21:19:56] [PID 0] [INFO] [Train] Epoch [480/500] [135/168]	 BT 0.358 (0.357)	 DT 0.011 (0.021)	 Loss 5.8208e-09 (9.6697e-04)	
[2024-07-02 21:19:58] [PID 0] [INFO] [Train] Epoch [480/500] [140/168]	 BT 0.353 (0.357)	 DT 0.010 (0.021)	 Loss 5.1223e-09 (9.6691e-04)	
